CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,datetimestamp,DateTime
2.3,1215.0,14.0,1116.0,116.0,784.0,125.0,1715.0,852.0,31.6,21.0,0.959,1084978800,2004-05-19 15:00:00
2.5,1251.0,15.5,1165.0,144.0,747.0,135.0,1774.0,975.0,30.4,24.7,1.0526,1084982400,2004-05-19 16:00:00
3.4,1358.0,19.3,1278.0,176.0,689.0,149.0,1899.0,1192.0,28.8,26.3,1.0271,1084986000,2004-05-19 17:00:00
4.3,1379.0,21.9,1349.0,214.0,645.0,162.0,1961.0,1373.0,26.4,30.1,1.0204,1084989600,2004-05-19 18:00:00
3.8,1379.0,21.1,1326.0,191.0,659.0,151.0,1961.0,1307.0,24.7,31.5,0.9672,1084993200,2004-05-19 19:00:00
3.8,1373.0,18.4,1252.0,205.0,670.0,154.0,1889.0,1325.0,22.9,36.5,1.0083,1084996800,2004-05-19 20:00:00
2.0,1197.0,9.3,950.0,110.0,823.0,118.0,1592.0,918.0,20.8,41.8,1.0155,1085000400,2004-05-19 21:00:00
1.7,1238.0,9.0,940.0,95.0,815.0,103.0,1622.0,877.0,19.7,47.1,1.0666,1085004000,2004-05-19 22:00:00
2.0,1255.0,9.6,963.0,126.0,781.0,122.0,1665.0,1024.0,18.9,52.2,1.1313,1085007600,2004-05-19 23:00:00
1.5,1164.0,8.2,908.0,90.0,821.0,102.0,1574.0,1019.0,18.5,50.1,1.0539,1085011200,2004-05-20 00:00:00
0.8,1046.0,5.8,803.0,48.0,900.0,73.0,1490.0,823.0,18.0,53.0,1.0832,1085014800,2004-05-20 01:00:00
0.5,956.0,3.1,661.0,38.0,1043.0,59.0,1398.0,701.0,18.4,51.7,1.0819,1085018400,2004-05-20 02:00:00
0.3,925.0,2.3,609.0,26.0,1168.0,35.0,1363.0,533.0,17.3,54.1,1.0582,1085029200,2004-05-20 05:00:00
0.9,1086.0,6.6,837.0,83.0,885.0,68.0,1553.0,906.0,15.8,59.0,1.0495,1085032800,2004-05-20 06:00:00
2.8,1490.0,19.6,1286.0,188.0,593.0,97.0,2053.0,1447.0,16.6,55.9,1.0486,1085036400,2004-05-20 07:00:00
4.0,1462.0,18.1,1242.0,149.0,637.0,83.0,1961.0,1552.0,20.7,46.4,1.1227,1085043600,2004-05-20 09:00:00
2.2,1232.0,12.4,1062.0,155.0,787.0,117.0,1707.0,1092.0,26.1,30.0,0.9972,1085047200,2004-05-20 10:00:00
2.2,1239.0,12.5,1067.0,146.0,779.0,117.0,1702.0,1071.0,28.6,25.8,0.9989,1085050800,2004-05-20 11:00:00
2.0,1218.0,12.0,1051.0,121.0,796.0,108.0,1689.0,881.0,30.3,23.3,0.9869,1085054400,2004-05-20 12:00:00
2.0,1235.0,13.3,1094.0,111.0,756.0,107.0,1729.0,907.0,31.3,22.3,1.0043,1085058000,2004-05-20 13:00:00
1.9,1196.0,12.3,1061.0,116.0,791.0,120.0,1649.0,899.0,31.1,22.3,0.9888,1085061600,2004-05-20 14:00:00
2.7,1288.0,16.0,1179.0,167.0,717.0,150.0,1799.0,1074.0,32.4,20.4,0.9732,1085065200,2004-05-20 15:00:00
2.2,1248.0,13.7,1108.0,145.0,772.0,138.0,1701.0,969.0,32.6,19.3,0.935,1085068800,2004-05-20 16:00:00
3.5,1401.0,21.7,1342.0,192.0,663.0,148.0,1959.0,1267.0,31.2,20.3,0.9064,1085072400,2004-05-20 17:00:00
4.1,1401.0,23.7,1396.0,231.0,645.0,168.0,2009.0,1402.0,27.7,24.8,0.9106,1085076000,2004-05-20 18:00:00
4.4,1444.0,22.1,1354.0,248.0,655.0,172.0,1956.0,1437.0,25.7,27.9,0.908,1085079600,2004-05-20 19:00:00
4.5,1379.0,20.6,1312.0,267.0,683.0,179.0,1870.0,1382.0,24.1,29.9,0.8879,1085083200,2004-05-20 20:00:00
2.9,1251.0,13.4,1097.0,181.0,771.0,143.0,1680.0,1280.0,22.2,34.4,0.9072,1085086800,2004-05-20 21:00:00
2.6,1269.0,12.8,1077.0,163.0,773.0,137.0,1706.0,1250.0,20.7,38.0,0.9149,1085090400,2004-05-20 22:00:00
2.1,1242.0,12.3,1060.0,141.0,745.0,117.0,1693.0,1359.0,20.2,42.8,0.9983,1085094000,2004-05-20 23:00:00
1.2,1045.0,6.8,850.0,78.0,889.0,93.0,1506.0,1102.0,20.5,42.0,1.0004,1085097600,2004-05-21 00:00:00
0.6,937.0,3.8,698.0,42.0,1039.0,64.0,1382.0,768.0,20.1,42.0,0.9763,1085101200,2004-05-21 01:00:00
0.3,875.0,2.5,622.0,35.0,1167.0,58.0,1331.0,656.0,20.0,41.5,0.9571,1085104800,2004-05-21 02:00:00
0.3,881.0,2.6,624.0,38.0,1135.0,47.0,1319.0,656.0,16.4,50.2,0.931,1085115600,2004-05-21 05:00:00
0.7,998.0,7.0,856.0,65.0,894.0,62.0,1488.0,926.0,14.9,54.7,0.9203,1085119200,2004-05-21 06:00:00
4.2,1517.0,26.2,1460.0,296.0,551.0,113.0,2205.0,1677.0,16.4,51.3,0.9474,1085122800,2004-05-21 07:00:00
4.8,1522.0,28.2,1509.0,303.0,543.0,126.0,2275.0,1828.0,18.2,46.2,0.9575,1085126400,2004-05-21 08:00:00
3.4,1417.0,20.2,1303.0,244.0,635.0,139.0,1964.0,1752.0,20.7,40.0,0.9639,1085130000,2004-05-21 09:00:00
2.8,1329.0,17.1,1214.0,216.0,700.0,148.0,1845.0,1581.0,26.5,27.0,0.9217,1085133600,2004-05-21 10:00:00
1.8,1203.0,11.2,1023.0,137.0,825.0,117.0,1622.0,1132.0,28.5,23.8,0.915,1085137200,2004-05-21 11:00:00
1.9,1234.0,11.6,1037.0,120.0,788.0,106.0,1658.0,1037.0,29.7,23.7,0.9714,1085140800,2004-05-21 12:00:00
2.0,1286.0,13.2,1090.0,100.0,750.0,98.0,1719.0,1023.0,31.7,21.7,0.9966,1085144400,2004-05-21 13:00:00
1.9,1298.0,12.7,1075.0,103.0,749.0,98.0,1690.0,1022.0,31.7,21.5,0.9902,1085148000,2004-05-21 14:00:00
2.0,1308.0,13.0,1084.0,123.0,757.0,110.0,1724.0,989.0,32.8,19.5,0.9515,1085151600,2004-05-21 15:00:00
2.3,1276.0,13.5,1099.0,136.0,783.0,114.0,1680.0,925.0,32.5,18.6,0.8948,1085155200,2004-05-21 16:00:00
2.7,1234.0,10.2,985.0,158.0,815.0,122.0,1572.0,795.0,30.2,22.6,0.9524,1085158800,2004-05-21 17:00:00
3.6,1419.0,20.1,1300.0,216.0,670.0,155.0,1923.0,1263.0,27.6,25.7,0.9382,1085162400,2004-05-21 18:00:00
3.8,1325.0,19.1,1273.0,211.0,716.0,145.0,1815.0,1184.0,25.9,24.9,0.8195,1085166000,2004-05-21 19:00:00
3.5,1346.0,17.5,1224.0,202.0,715.0,146.0,1794.0,1272.0,23.9,29.4,0.8589,1085169600,2004-05-21 20:00:00
2.5,1241.0,13.8,1110.0,147.0,772.0,130.0,1698.0,1177.0,22.3,32.1,0.8515,1085173200,2004-05-21 21:00:00
2.5,1274.0,13.3,1094.0,160.0,771.0,126.0,1682.0,1231.0,20.5,35.9,0.8565,1085176800,2004-05-21 22:00:00
3.0,1321.0,14.8,1144.0,162.0,732.0,127.0,1745.0,1243.0,19.8,37.2,0.8509,1085180400,2004-05-21 23:00:00
3.7,1424.0,18.0,1240.0,194.0,662.0,126.0,1841.0,1427.0,19.1,41.9,0.9158,1085184000,2004-05-22 00:00:00
3.3,1357.0,16.0,1178.0,167.0,674.0,124.0,1782.0,1454.0,17.8,46.1,0.9344,1085187600,2004-05-22 01:00:00
1.5,1123.0,9.7,966.0,91.0,770.0,93.0,1594.0,1183.0,17.6,47.6,0.9465,1085191200,2004-05-22 02:00:00
0.5,941.0,3.6,687.0,50.0,1024.0,59.0,1374.0,777.0,15.8,53.8,0.9615,1085202000,2004-05-22 05:00:00
0.5,986.0,4.6,745.0,61.0,959.0,66.0,1426.0,888.0,16.5,53.5,0.9928,1085205600,2004-05-22 06:00:00
1.2,1153.0,9.2,947.0,107.0,795.0,80.0,1643.0,1076.0,17.2,52.9,1.0276,1085209200,2004-05-22 07:00:00
2.2,1323.0,14.6,1137.0,139.0,696.0,94.0,1846.0,1285.0,19.3,48.3,1.0723,1085212800,2004-05-22 08:00:00
2.2,1315.0,11.7,1040.0,165.0,743.0,102.0,1740.0,1315.0,20.6,47.1,1.1287,1085216400,2004-05-22 09:00:00
2.1,1303.0,11.0,1015.0,139.0,777.0,96.0,1731.0,1250.0,23.7,40.0,1.153,1085220000,2004-05-22 10:00:00
1.8,1238.0,11.6,1037.0,113.0,813.0,91.0,1698.0,978.0,25.6,32.5,1.053,1085223600,2004-05-22 11:00:00
2.2,1259.0,12.9,1080.0,138.0,772.0,104.0,1736.0,1072.0,27.2,28.1,0.9989,1085227200,2004-05-22 12:00:00
2.0,1246.0,12.6,1070.0,104.0,770.0,84.0,1747.0,1064.0,27.9,28.1,1.0394,1085230800,2004-05-22 13:00:00
1.4,1154.0,8.3,912.0,78.0,872.0,76.0,1605.0,825.0,28.3,27.8,1.0539,1085234400,2004-05-22 14:00:00
1.8,1237.0,10.5,997.0,97.0,800.0,87.0,1688.0,924.0,29.2,27.0,1.081,1085238000,2004-05-22 15:00:00
2.1,1315.0,11.7,1041.0,115.0,773.0,101.0,1767.0,966.0,28.9,29.3,1.1503,1085241600,2004-05-22 16:00:00
2.8,1466.0,15.8,1174.0,152.0,680.0,115.0,1965.0,1302.0,25.4,39.8,1.2771,1085245200,2004-05-22 17:00:00
2.8,1409.0,13.9,1113.0,157.0,710.0,110.0,1850.0,1256.0,25.2,40.1,1.2642,1085248800,2004-05-22 18:00:00
2.7,1366.0,15.7,1171.0,132.0,693.0,103.0,1933.0,1068.0,24.5,39.4,1.1963,1085252400,2004-05-22 19:00:00
1.8,1241.0,10.9,1011.0,98.0,781.0,90.0,1748.0,1070.0,22.3,45.4,1.2088,1085256000,2004-05-22 20:00:00
1.2,1123.0,6.4,832.0,65.0,930.0,68.0,1565.0,792.0,21.2,48.3,1.2034,1085259600,2004-05-22 21:00:00
2.6,1321.0,12.7,1075.0,101.0,757.0,85.0,1891.0,1017.0,20.6,50.5,1.2082,1085263200,2004-05-22 22:00:00
3.1,1397.0,15.3,1159.0,134.0,681.0,100.0,1949.0,1207.0,20.2,52.9,1.234,1085266800,2004-05-22 23:00:00
4.1,1507.0,20.5,1311.0,177.0,608.0,114.0,2107.0,1499.0,19.8,54.5,1.2488,1085270400,2004-05-23 00:00:00
3.6,1405.0,15.9,1177.0,179.0,660.0,108.0,1931.0,1474.0,19.5,56.2,1.2624,1085274000,2004-05-23 01:00:00
1.9,1192.0,10.4,994.0,105.0,759.0,78.0,1780.0,1163.0,19.0,58.0,1.2581,1085277600,2004-05-23 02:00:00
0.3,864.0,2.1,591.0,27.0,1247.0,37.0,1374.0,507.0,17.7,56.0,1.1215,1085288400,2004-05-23 05:00:00
0.4,886.0,2.2,598.0,41.0,1257.0,53.0,1374.0,506.0,17.9,52.4,1.0655,1085292000,2004-05-23 06:00:00
0.8,988.0,4.0,713.0,78.0,1092.0,79.0,1455.0,716.0,18.9,49.3,1.0668,1085295600,2004-05-23 07:00:00
0.8,1008.0,4.3,729.0,68.0,1034.0,65.0,1490.0,795.0,20.0,48.6,1.1199,1085299200,2004-05-23 08:00:00
0.8,976.0,3.8,698.0,64.0,1156.0,64.0,1393.0,594.0,20.6,41.2,0.9841,1085302800,2004-05-23 09:00:00
0.8,978.0,4.1,718.0,67.0,1137.0,66.0,1392.0,565.0,23.6,34.0,0.9749,1085306400,2004-05-23 10:00:00
0.9,987.0,4.5,740.0,54.0,1105.0,53.0,1407.0,523.0,26.7,28.1,0.9688,1085310000,2004-05-23 11:00:00
1.2,1030.0,5.3,778.0,67.0,1071.0,69.0,1452.0,591.0,26.8,28.1,0.9785,1085313600,2004-05-23 12:00:00
1.0,955.0,4.2,723.0,51.0,1129.0,57.0,1393.0,559.0,27.7,25.8,0.9467,1085317200,2004-05-23 13:00:00
0.8,924.0,3.3,673.0,28.0,1247.0,36.0,1346.0,430.0,28.8,22.7,0.8864,1085320800,2004-05-23 14:00:00
1.1,1005.0,4.9,758.0,51.0,1091.0,57.0,1434.0,522.0,26.8,27.3,0.9462,1085324400,2004-05-23 15:00:00
1.5,1059.0,6.1,816.0,77.0,1023.0,73.0,1468.0,641.0,25.9,28.7,0.9423,1085328000,2004-05-23 16:00:00
1.5,1079.0,6.9,851.0,93.0,991.0,81.0,1490.0,738.0,25.8,27.7,0.9076,1085331600,2004-05-23 17:00:00
1.4,1070.0,6.8,850.0,94.0,997.0,91.0,1502.0,778.0,24.8,29.5,0.9077,1085335200,2004-05-23 18:00:00
1.1,1085.0,5.8,805.0,69.0,972.0,65.0,1528.0,718.0,25.3,36.3,1.1513,1085338800,2004-05-23 19:00:00
0.9,1066.0,5.5,787.0,57.0,986.0,56.0,1552.0,689.0,23.9,40.4,1.1787,1085342400,2004-05-23 20:00:00
1.0,1094.0,6.1,815.0,74.0,934.0,69.0,1563.0,852.0,21.4,46.6,1.1764,1085346000,2004-05-23 21:00:00
1.1,1110.0,6.0,814.0,75.0,948.0,73.0,1571.0,854.0,20.5,49.3,1.173,1085349600,2004-05-23 22:00:00
1.0,968.0,4.2,719.0,73.0,1081.0,76.0,1388.0,664.0,19.2,42.3,0.9339,1085353200,2004-05-23 23:00:00
0.7,906.0,4.1,714.0,56.0,1163.0,67.0,1351.0,544.0,19.2,37.9,0.8352,1085356800,2004-05-24 00:00:00
0.5,849.0,2.4,615.0,31.0,1285.0,44.0,1276.0,461.0,17.2,43.1,0.8394,1085360400,2004-05-24 01:00:00
0.2,774.0,1.0,500.0,13.0,1536.0,21.0,1169.0,352.0,15.8,45.2,0.8052,1085364000,2004-05-24 02:00:00
0.5,864.0,2.8,642.0,72.0,1288.0,69.0,1255.0,441.0,16.5,36.2,0.6752,1085378400,2004-05-24 06:00:00
1.6,1002.0,7.8,893.0,165.0,1010.0,111.0,1394.0,775.0,17.5,30.9,0.6111,1085382000,2004-05-24 07:00:00
2.0,970.0,9.7,966.0,118.0,944.0,81.0,1379.0,907.0,18.4,24.0,0.5046,1085385600,2004-05-24 08:00:00
1.3,898.0,6.9,853.0,85.0,1066.0,56.0,1271.0,763.0,19.2,23.8,0.5235,1085389200,2004-05-24 09:00:00
1.0,847.0,5.8,800.0,116.0,1155.0,90.0,1179.0,649.0,21.7,18.1,0.4642,1085392800,2004-05-24 10:00:00
0.9,847.0,5.5,788.0,112.0,1203.0,85.0,1162.0,598.0,22.3,17.0,0.4513,1085396400,2004-05-24 11:00:00
1.2,871.0,6.8,848.0,100.0,1139.0,83.0,1208.0,579.0,22.8,16.1,0.4404,1085400000,2004-05-24 12:00:00
1.3,869.0,7.2,866.0,109.0,1107.0,85.0,1212.0,596.0,23.8,14.5,0.4222,1085403600,2004-05-24 13:00:00
1.1,875.0,6.9,854.0,111.0,1160.0,85.0,1200.0,595.0,25.1,13.1,0.4129,1085407200,2004-05-24 14:00:00
1.2,895.0,7.5,878.0,109.0,1122.0,81.0,1238.0,607.0,25.8,12.9,0.4219,1085410800,2004-05-24 15:00:00
1.4,926.0,7.7,885.0,114.0,1101.0,92.0,1259.0,662.0,25.5,14.0,0.4495,1085414400,2004-05-24 16:00:00
2.0,996.0,12.0,1048.0,139.0,959.0,108.0,1397.0,822.0,24.5,15.4,0.4663,1085418000,2004-05-24 17:00:00
2.4,997.0,13.5,1100.0,157.0,896.0,106.0,1392.0,987.0,22.6,17.2,0.4656,1085421600,2004-05-24 18:00:00
2.1,1006.0,12.0,1048.0,147.0,925.0,114.0,1416.0,966.0,21.2,18.9,0.471,1085425200,2004-05-24 19:00:00
1.2,895.0,6.7,845.0,102.0,1072.0,96.0,1241.0,763.0,19.1,22.8,0.501,1085428800,2004-05-24 20:00:00
0.7,862.0,4.8,751.0,73.0,1154.0,77.0,1213.0,617.0,18.4,24.6,0.5169,1085432400,2004-05-24 21:00:00
0.7,858.0,4.8,756.0,65.0,1159.0,73.0,1209.0,564.0,17.3,25.6,0.5032,1085436000,2004-05-24 22:00:00
0.8,853.0,5.0,762.0,76.0,1134.0,86.0,1184.0,646.0,16.5,24.9,0.4642,1085439600,2004-05-24 23:00:00
0.5,859.0,4.3,727.0,65.0,1120.0,84.0,1187.0,753.0,16.7,28.3,0.5316,1085443200,2004-05-25 00:00:00
0.2,837.0,2.7,634.0,41.0,1200.0,56.0,1150.0,669.0,15.5,32.2,0.5641,1085446800,2004-05-25 01:00:00
0.1,774.0,1.7,560.0,45.0,1386.0,51.0,1107.0,532.0,11.6,40.0,0.5462,1085461200,2004-05-25 05:00:00
0.2,798.0,2.6,630.0,40.0,1291.0,45.0,1125.0,536.0,13.4,34.5,0.5272,1085464800,2004-05-25 06:00:00
1.1,1002.0,8.8,932.0,101.0,949.0,82.0,1405.0,917.0,15.2,31.0,0.5329,1085468400,2004-05-25 07:00:00
3.0,1210.0,22.2,1356.0,183.0,657.0,100.0,1786.0,1481.0,16.3,27.5,0.5066,1085472000,2004-05-25 08:00:00
2.1,1058.0,15.3,1158.0,149.0,820.0,91.0,1459.0,1187.0,19.2,20.0,0.439,1085475600,2004-05-25 09:00:00
2.6,1106.0,14.0,1118.0,207.0,885.0,130.0,1451.0,1220.0,24.9,13.0,0.4038,1085479200,2004-05-25 10:00:00
3.2,1153.0,18.5,1253.0,289.0,815.0,155.0,1541.0,1381.0,28.3,9.9,0.3754,1085482800,2004-05-25 11:00:00
2.1,1047.0,13.5,1101.0,159.0,913.0,114.0,1391.0,1103.0,29.2,9.8,0.3914,1085486400,2004-05-25 12:00:00
2.2,1091.0,15.8,1172.0,162.0,874.0,127.0,1459.0,1105.0,31.6,9.2,0.419,1085490000,2004-05-25 13:00:00
2.4,1162.0,18.5,1253.0,173.0,796.0,138.0,1595.0,1248.0,32.6,9.3,0.4499,1085493600,2004-05-25 14:00:00
2.2,1137.0,14.9,1146.0,188.0,1144.0,136.0,1392.0,1327.0,26.1,23.8,0.7938,1085565600,2004-05-26 10:00:00
1.8,1139.0,13.8,1109.0,159.0,1118.0,135.0,1436.0,1292.0,28.8,21.1,0.8193,1085569200,2004-05-26 11:00:00
1.6,1099.0,12.3,1059.0,146.0,1156.0,115.0,1416.0,1114.0,29.6,19.4,0.7897,1085572800,2004-05-26 12:00:00
1.8,1088.0,14.0,1116.0,127.0,1128.0,112.0,1449.0,1060.0,31.6,16.4,0.7489,1085576400,2004-05-26 13:00:00
1.6,1027.0,11.8,1041.0,128.0,1237.0,112.0,1345.0,915.0,32.3,13.3,0.6303,1085580000,2004-05-26 14:00:00
1.6,1014.0,12.0,1049.0,120.0,1200.0,109.0,1366.0,893.0,31.8,13.5,0.6249,1085583600,2004-05-26 15:00:00
1.3,969.0,9.7,968.0,115.0,1276.0,112.0,1325.0,768.0,31.8,13.8,0.6394,1085587200,2004-05-26 16:00:00
1.7,1026.0,12.3,1061.0,133.0,982.0,115.0,1564.0,814.0,29.6,18.9,0.7692,1085756400,2004-05-28 15:00:00
1.7,1039.0,12.2,1055.0,131.0,966.0,117.0,1590.0,845.0,28.0,23.2,0.8613,1085760000,2004-05-28 16:00:00
2.1,1148.0,12.5,1067.0,133.0,887.0,105.0,1790.0,956.0,23.6,41.0,1.1786,1085763600,2004-05-28 17:00:00
2.2,1176.0,13.9,1114.0,141.0,843.0,114.0,1805.0,1102.0,21.5,48.1,1.2148,1085767200,2004-05-28 18:00:00
1.8,1100.0,11.4,1028.0,112.0,900.0,103.0,1710.0,994.0,22.1,44.1,1.1573,1085770800,2004-05-28 19:00:00
1.8,1081.0,10.4,992.0,147.0,959.0,119.0,1680.0,935.0,20.2,47.2,1.1043,1085774400,2004-05-28 20:00:00
0.9,976.0,7.0,858.0,104.0,1070.0,102.0,1547.0,839.0,20.0,47.6,1.103,1085778000,2004-05-28 21:00:00
1.0,979.0,7.0,857.0,97.0,1082.0,96.0,1546.0,797.0,19.8,46.8,1.0697,1085781600,2004-05-28 22:00:00
2.0,1092.0,11.3,1024.0,128.0,937.0,109.0,1706.0,968.0,19.6,47.0,1.0606,1085785200,2004-05-28 23:00:00
1.8,1044.0,9.2,946.0,138.0,1009.0,119.0,1594.0,886.0,19.3,46.3,1.0279,1085788800,2004-05-29 00:00:00
1.1,940.0,6.8,849.0,93.0,1091.0,103.0,1509.0,764.0,18.5,48.7,1.0286,1085792400,2004-05-29 01:00:00
0.6,892.0,5.1,767.0,71.0,1180.0,84.0,1466.0,657.0,18.0,51.4,1.0504,1085796000,2004-05-29 02:00:00
0.5,841.0,4.0,713.0,84.0,1293.0,80.0,1356.0,559.0,18.4,43.9,0.9192,1085814000,2004-05-29 07:00:00
0.6,843.0,4.0,712.0,77.0,1303.0,77.0,1343.0,548.0,18.9,42.1,0.9081,1085817600,2004-05-29 08:00:00
0.5,841.0,4.0,713.0,73.0,1326.0,68.0,1330.0,525.0,19.2,39.7,0.8728,1085821200,2004-05-29 09:00:00
0.7,862.0,4.2,721.0,72.0,1329.0,66.0,1335.0,522.0,20.8,36.6,0.8878,1085824800,2004-05-29 10:00:00
0.7,869.0,4.5,740.0,77.0,1296.0,70.0,1366.0,535.0,21.3,35.8,0.8975,1085828400,2004-05-29 11:00:00
0.9,894.0,6.0,810.0,82.0,1204.0,74.0,1421.0,585.0,21.8,34.9,0.9004,1085832000,2004-05-29 12:00:00
0.7,844.0,4.8,755.0,67.0,1284.0,64.0,1350.0,521.0,22.8,31.4,0.8615,1085835600,2004-05-29 13:00:00
0.4,823.0,3.8,699.0,59.0,1382.0,60.0,1311.0,493.0,22.9,31.3,0.862,1085839200,2004-05-29 14:00:00
0.5,843.0,4.2,719.0,61.0,1353.0,63.0,1330.0,501.0,22.9,30.7,0.8461,1085842800,2004-05-29 15:00:00
0.6,865.0,5.1,767.0,76.0,1279.0,75.0,1369.0,559.0,23.8,29.2,0.8499,1085846400,2004-05-29 16:00:00
0.6,873.0,5.6,792.0,73.0,1247.0,79.0,1397.0,589.0,23.2,30.2,0.8442,1085850000,2004-05-29 17:00:00
0.8,899.0,5.8,803.0,87.0,1221.0,83.0,1426.0,596.0,22.4,31.3,0.8365,1085853600,2004-05-29 18:00:00
1.0,921.0,7.0,856.0,98.0,1163.0,93.0,1437.0,681.0,21.7,32.2,0.825,1085857200,2004-05-29 19:00:00
1.2,937.0,7.9,893.0,123.0,1106.0,112.0,1463.0,783.0,20.8,33.2,0.8061,1085860800,2004-05-29 20:00:00
1.0,901.0,6.5,834.0,102.0,1177.0,103.0,1408.0,738.0,20.1,35.0,0.8149,1085864400,2004-05-29 21:00:00
1.3,955.0,8.5,918.0,102.0,1056.0,93.0,1511.0,762.0,19.5,36.9,0.8258,1085868000,2004-05-29 22:00:00
2.7,1065.0,13.7,1106.0,142.0,897.0,112.0,1707.0,929.0,19.0,38.2,0.8327,1085871600,2004-05-29 23:00:00
2.7,1035.0,13.8,1110.0,148.0,907.0,125.0,1652.0,1044.0,18.5,39.4,0.832,1085875200,2004-05-30 00:00:00
1.6,956.0,9.1,945.0,107.0,1030.0,107.0,1509.0,892.0,17.8,41.7,0.844,1085878800,2004-05-30 01:00:00
0.6,869.0,6.5,835.0,61.0,1078.0,76.0,1437.0,807.0,19.2,42.0,0.9248,1085882400,2004-05-30 02:00:00
0.1,781.0,3.1,661.0,25.0,1271.0,37.0,1299.0,568.0,17.2,47.2,0.9178,1085893200,2004-05-30 05:00:00
0.1,781.0,2.9,645.0,32.0,1295.0,45.0,1320.0,575.0,17.3,47.6,0.9295,1085896800,2004-05-30 06:00:00
0.2,828.0,3.6,690.0,48.0,1263.0,61.0,1353.0,658.0,18.6,44.2,0.9385,1085900400,2004-05-30 07:00:00
0.3,803.0,2.7,635.0,60.0,1417.0,67.0,1272.0,537.0,20.2,37.8,0.8837,1085904000,2004-05-30 08:00:00
0.3,811.0,3.0,653.0,52.0,1411.0,60.0,1269.0,486.0,22.0,31.9,0.8335,1085907600,2004-05-30 09:00:00
0.4,844.0,3.7,696.0,58.0,1353.0,64.0,1292.0,507.0,25.5,25.9,0.8339,1085911200,2004-05-30 10:00:00
0.3,833.0,3.8,697.0,54.0,1361.0,64.0,1294.0,496.0,27.5,22.8,0.8249,1085914800,2004-05-30 11:00:00
0.3,832.0,4.2,719.0,52.0,1318.0,59.0,1299.0,502.0,28.7,20.7,0.8024,1085918400,2004-05-30 12:00:00
0.1,771.0,2.6,626.0,34.0,1502.0,41.0,1210.0,430.0,29.1,19.6,0.7771,1085922000,2004-05-30 13:00:00
0.1,783.0,2.8,637.0,41.0,1498.0,46.0,1215.0,439.0,29.8,18.4,0.7595,1085925600,2004-05-30 14:00:00
0.2,815.0,4.2,723.0,41.0,1378.0,46.0,1256.0,471.0,32.0,15.0,0.7028,1085929200,2004-05-30 15:00:00
0.6,912.0,6.2,819.0,65.0,1224.0,77.0,1368.0,589.0,30.3,17.0,0.7232,1085932800,2004-05-30 16:00:00
0.5,894.0,5.2,774.0,65.0,1239.0,83.0,1339.0,598.0,31.7,16.2,0.745,1085936400,2004-05-30 17:00:00
0.9,963.0,7.7,885.0,84.0,1102.0,90.0,1447.0,695.0,29.2,19.6,0.7817,1085940000,2004-05-30 18:00:00
1.1,990.0,8.8,930.0,89.0,1045.0,95.0,1506.0,739.0,27.4,23.8,0.858,1085943600,2004-05-30 19:00:00
1.3,1025.0,10.1,980.0,114.0,986.0,113.0,1591.0,891.0,25.0,26.9,0.8408,1085947200,2004-05-30 20:00:00
1.5,997.0,9.8,971.0,127.0,993.0,128.0,1573.0,930.0,23.6,30.1,0.8663,1085950800,2004-05-30 21:00:00
1.2,976.0,8.4,916.0,117.0,1044.0,117.0,1515.0,880.0,22.3,33.6,0.8913,1085954400,2004-05-30 22:00:00
0.4,878.0,5.4,784.0,46.0,1181.0,64.0,1407.0,610.0,21.4,36.9,0.9271,1085958000,2004-05-30 23:00:00
0.2,836.0,4.3,728.0,16.0,1213.0,28.0,1353.0,518.0,20.6,39.9,0.9597,1085961600,2004-05-31 00:00:00
0.3,855.0,4.8,751.0,27.0,1107.0,46.0,1418.0,664.0,19.7,43.2,0.9812,1085965200,2004-05-31 01:00:00
0.5,909.0,6.5,834.0,82.0,1031.0,60.0,1527.0,763.0,16.6,52.1,0.9785,1085983200,2004-05-31 06:00:00
1.6,1108.0,14.2,1123.0,167.0,804.0,83.0,1801.0,1111.0,17.4,50.9,1.0017,1085986800,2004-05-31 07:00:00
3.6,1252.0,22.7,1369.0,248.0,681.0,129.0,2120.0,1390.0,19.3,46.0,1.0185,1085990400,2004-05-31 08:00:00
2.2,1175.0,16.3,1188.0,213.0,790.0,137.0,1901.0,1251.0,20.9,43.6,1.0683,1085994000,2004-05-31 09:00:00
1.6,1111.0,14.1,1120.0,161.0,839.0,121.0,1790.0,1141.0,25.6,33.3,1.0773,1085997600,2004-05-31 10:00:00
1.4,1044.0,12.6,1069.0,144.0,889.0,123.0,1683.0,942.0,28.9,26.0,1.0188,1086001200,2004-05-31 11:00:00
1.4,1018.0,13.1,1088.0,127.0,909.0,120.0,1677.0,795.0,30.3,22.8,0.9695,1086004800,2004-05-31 12:00:00
1.5,1060.0,14.2,1122.0,116.0,863.0,119.0,1721.0,836.0,30.9,24.4,1.0724,1086008400,2004-05-31 13:00:00
1.3,1071.0,13.8,1110.0,124.0,864.0,121.0,1733.0,847.0,30.5,26.2,1.1278,1086012000,2004-05-31 14:00:00
1.2,1006.0,12.1,1054.0,115.0,921.0,111.0,1636.0,769.0,30.7,23.4,1.015,1086015600,2004-05-31 15:00:00
