,datetimestamp,T,RH,AH,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),CO(GT)
2095,1089064800,27.3,36.8,1.3207,1081.0,1025.0,738.0,1757.0,1059.0,1.9
2096,1089068400,26.2,39.7,1.3249,1062.0,962.0,776.0,1674.0,1030.0,1.9
2097,1089072000,25.4,43.0,1.37,1078.0,971.0,752.0,1694.0,1065.0,1.9
2098,1089075600,25.8,41.0,1.3461,917.0,761.0,931.0,1497.0,893.0,0.9
2099,1089079200,23.3,48.4,1.3677,881.0,718.0,965.0,1510.0,837.0,0.7
2100,1089086400,23.5,46.7,1.3361,829.0,602.0,1123.0,1410.0,596.0,0.4
2101,1089090000,21.8,52.3,1.3539,913.0,743.0,931.0,1540.0,884.0,0.7
2102,1089093600,21.8,52.5,1.3529,1077.0,985.0,742.0,1780.0,1170.0,1.6
2103,1089097200,22.9,49.1,1.3546,1337.0,1386.0,565.0,2196.0,1596.0,3.8
2104,1089104400,26.7,39.4,1.3556,1257.0,1227.0,611.0,1954.0,1608.0,3.4
2105,1089108000,30.5,32.9,1.4135,1227.0,1125.0,675.0,1835.0,1470.0,2.6
2106,1089111600,34.2,27.2,1.4404,1188.0,1108.0,693.0,1818.0,1275.0,2.2
2107,1089115200,38.2,20.9,1.3701,1301.0,1276.0,631.0,1953.0,1407.0,3.4
2108,1089118800,39.6,16.9,1.2028,1201.0,1278.0,657.0,1892.0,1302.0,3.4
2109,1089122400,39.9,15.8,1.141,1058.0,1026.0,794.0,1622.0,931.0,1.8
2110,1089126000,40.2,13.9,1.02,1037.0,1075.0,789.0,1604.0,917.0,2.0
2111,1089129600,39.6,13.2,0.9332,1055.0,1157.0,762.0,1674.0,985.0,2.4
2112,1089133200,39.5,12.6,0.8894,1179.0,1364.0,661.0,1845.0,1265.0,3.8
2113,1089140400,34.2,17.9,0.9444,1213.0,1327.0,654.0,1864.0,2021.0,3.9
2114,1089144000,32.6,20.6,0.9939,1233.0,1398.0,613.0,1975.0,1834.0,4.0
2115,1089147600,30.4,23.2,0.9889,1086.0,1145.0,737.0,1717.0,1426.0,2.5
2116,1089151200,28.8,25.1,0.9793,1056.0,1078.0,765.0,1668.0,1272.0,2.1
2117,1089154800,27.8,29.9,1.1018,1138.0,1128.0,681.0,1737.0,1490.0,2.4
2118,1089158400,26.9,32.6,1.1381,1112.0,1128.0,675.0,1771.0,1440.0,2.1
2119,1089162000,26.3,33.7,1.1377,992.0,948.0,773.0,1609.0,1271.0,1.6
2120,1089165600,25.7,33.9,1.1065,895.0,767.0,931.0,1463.0,985.0,0.8
2121,1089172800,25.5,34.6,1.1096,828.0,626.0,1073.0,1362.0,754.0,0.4
2122,1089176400,24.0,37.8,1.1077,894.0,709.0,997.0,1432.0,853.0,0.5
2123,1089180000,23.9,39.3,1.1522,1072.0,976.0,740.0,1673.0,1340.0,1.3
2124,1089183600,24.8,38.4,1.1808,1425.0,1486.0,512.0,2305.0,1869.0,4.1
2125,1089187200,26.9,34.4,1.2036,1428.0,1500.0,496.0,2275.0,2021.0,4.1
2126,1089190800,29.6,28.7,1.1706,1359.0,1415.0,572.0,2081.0,1902.0,4.0
2127,1089194400,34.6,21.1,1.1398,1182.0,1122.0,730.0,1707.0,1527.0,2.2
2128,1089198000,38.3,17.0,1.1216,1117.0,1045.0,761.0,1623.0,1260.0,2.0
2129,1089201600,40.4,14.5,1.0736,1119.0,1088.0,741.0,1640.0,1124.0,2.0
2130,1089205200,42.6,9.6,0.8012,1068.0,1152.0,739.0,1683.0,1309.0,2.2
2131,1089208800,42.5,10.2,0.8478,1090.0,1120.0,743.0,1629.0,1283.0,2.2
2132,1089212400,41.0,11.6,0.8872,1056.0,1024.0,792.0,1555.0,1068.0,1.8
2133,1089216000,41.3,13.0,1.0154,1098.0,1007.0,799.0,1546.0,937.0,1.8
2134,1089219600,39.2,14.5,1.0106,1318.0,1339.0,635.0,1925.0,1416.0,3.3
2135,1089223200,36.9,17.9,1.096,1348.0,1347.0,599.0,1903.0,1611.0,4.3
2136,1089226800,35.6,20.4,1.1646,1502.0,1546.0,538.0,2199.0,1919.0,5.3
2137,1089230400,33.7,22.6,1.1658,1373.0,1364.0,597.0,2005.0,1745.0,4.3
2138,1089234000,31.5,27.8,1.2671,1397.0,1346.0,580.0,2017.0,1837.0,3.6
2139,1089237600,31.1,29.3,1.3055,1286.0,1214.0,620.0,1880.0,1759.0,2.4
2140,1089241200,30.2,30.9,1.3026,1222.0,1161.0,661.0,1827.0,1593.0,2.1
2141,1089244800,29.8,30.2,1.2502,1069.0,983.0,749.0,1627.0,1357.0,1.2
2142,1089248400,28.4,32.5,1.2361,1011.0,864.0,809.0,1532.0,1231.0,0.9
2143,1089252000,27.5,34.0,1.231,962.0,803.0,853.0,1507.0,1066.0,0.6
2144,1089262800,25.6,38.8,1.2545,986.0,784.0,839.0,1503.0,1204.0,0.6
2145,1089266400,27.5,34.6,1.2518,990.0,821.0,848.0,1511.0,1079.0,0.6
2146,1089270000,25.9,37.4,1.2289,1296.0,1208.0,603.0,1914.0,1593.0,2.2
2147,1089273600,28.5,32.5,1.2441,1371.0,1384.0,545.0,2082.0,1745.0,3.2
2148,1089277200,29.5,32.7,1.3229,1385.0,1240.0,596.0,1919.0,1847.0,3.0
2149,1089280800,29.8,33.1,1.3693,1381.0,1227.0,595.0,1903.0,1845.0,2.7
2150,1089284400,33.4,26.8,1.3586,1396.0,1306.0,587.0,1934.0,1886.0,3.2
2151,1089288000,40.3,15.8,1.1604,1070.0,1000.0,801.0,1538.0,1039.0,1.4
2152,1089291600,41.8,15.0,1.1989,1076.0,972.0,819.0,1525.0,923.0,1.3
2153,1089295200,41.1,15.7,1.2071,1126.0,1004.0,788.0,1609.0,926.0,1.4
2154,1089298800,41.9,14.8,1.1944,1225.0,1196.0,673.0,1775.0,1277.0,2.1
2155,1089302400,40.9,14.6,1.114,1202.0,1206.0,671.0,1807.0,1301.0,2.4
2156,1089306000,39.1,16.9,1.1705,1308.0,1310.0,628.0,1891.0,1385.0,3.1
2157,1089309600,36.4,27.3,1.6308,1440.0,1281.0,580.0,2021.0,1474.0,3.5
2158,1089313200,34.9,29.3,1.611,1611.0,1552.0,487.0,2371.0,1948.0,5.1
2159,1089316800,33.6,26.4,1.3515,1387.0,1419.0,559.0,2113.0,1677.0,4.5
2160,1089320400,32.2,27.6,1.3044,1268.0,1206.0,648.0,1900.0,1434.0,2.9
2161,1089324000,30.5,29.7,1.2742,1237.0,1175.0,660.0,1834.0,1424.0,2.6
2162,1089327600,29.4,35.6,1.4383,1302.0,1198.0,628.0,1934.0,1504.0,2.7
2163,1089331200,29.1,34.8,1.38,1347.0,1282.0,575.0,1996.0,1661.0,3.2
2164,1089334800,27.7,41.9,1.537,1355.0,1198.0,564.0,1905.0,1714.0,2.3
2165,1089338400,27.9,41.6,1.5425,1023.0,822.0,823.0,1585.0,1050.0,1.0
2166,1089345600,27.4,42.2,1.5177,876.0,605.0,1144.0,1432.0,456.0,0.4
2167,1089349200,26.6,42.8,1.4713,932.0,707.0,1011.0,1509.0,554.0,0.6
2168,1089352800,26.9,40.3,1.4041,1020.0,866.0,847.0,1636.0,744.0,1.0
2169,1089356400,27.0,37.3,1.3081,1264.0,1241.0,609.0,1989.0,1280.0,2.9
2170,1089363600,27.4,32.0,1.1545,1079.0,966.0,785.0,1640.0,927.0,1.8
2171,1089367200,30.5,24.7,1.0592,1036.0,955.0,829.0,1527.0,840.0,1.8
2172,1089370800,32.9,20.1,0.9902,1002.0,964.0,828.0,1546.0,786.0,1.7
2173,1089374400,33.9,18.4,0.9587,995.0,959.0,856.0,1544.0,690.0,1.5
2174,1089378000,34.4,19.3,1.0325,1008.0,962.0,845.0,1545.0,742.0,1.7
2175,1089381600,34.2,19.6,1.0399,978.0,962.0,846.0,1527.0,680.0,1.3
2176,1089385200,33.2,20.4,1.0195,989.0,990.0,822.0,1577.0,705.0,1.5
2177,1089388800,32.4,19.1,0.915,961.0,985.0,845.0,1554.0,677.0,1.5
2178,1089392400,32.2,17.1,0.8124,1009.0,1116.0,779.0,1602.0,877.0,2.3
2179,1089396000,31.0,17.1,0.7526,970.0,1117.0,786.0,1579.0,844.0,2.2
2180,1089399600,28.3,24.9,0.9412,1097.0,1199.0,699.0,1738.0,1006.0,2.8
2181,1089403200,26.6,30.2,1.033,1065.0,1105.0,723.0,1672.0,987.0,2.7
2182,1089406800,24.8,36.8,1.1357,1036.0,986.0,776.0,1614.0,868.0,1.7
2183,1089410400,23.7,43.4,1.2495,1049.0,958.0,794.0,1648.0,861.0,1.5
2184,1089414000,23.0,46.2,1.2815,1147.0,1043.0,727.0,1719.0,1042.0,2.3
2185,1089417600,22.7,47.7,1.2977,1118.0,1082.0,694.0,1792.0,1080.0,2.3
2186,1089421200,22.2,49.5,1.3081,1016.0,963.0,776.0,1661.0,811.0,1.5
2187,1089424800,21.6,51.9,1.3254,940.0,845.0,845.0,1539.0,704.0,1.0
2188,1089432000,22.4,49.7,1.3333,831.0,626.0,1126.0,1406.0,484.0,0.3
2189,1089435600,21.7,52.0,1.3313,877.0,711.0,1018.0,1475.0,580.0,0.4
2190,1089439200,21.1,53.2,1.3181,872.0,725.0,976.0,1471.0,668.0,0.5
2191,1089442800,22.0,51.0,1.3296,958.0,805.0,886.0,1551.0,835.0,0.9
2192,1089446400,25.0,41.6,1.301,959.0,848.0,859.0,1572.0,739.0,1.1
2193,1089450000,26.7,36.4,1.2596,997.0,933.0,799.0,1612.0,763.0,1.4
2194,1089453600,29.1,29.7,1.1751,916.0,843.0,891.0,1511.0,614.0,1.1
2195,1089457200,31.2,23.4,1.0487,895.0,831.0,946.0,1473.0,566.0,0.9
2196,1089460800,32.4,20.5,0.9806,855.0,812.0,982.0,1416.0,508.0,0.8
2197,1089464400,33.3,19.2,0.9634,861.0,811.0,997.0,1409.0,509.0,0.8
2198,1089468000,33.1,16.8,0.8391,821.0,766.0,1071.0,1323.0,457.0,0.6
2199,1089471600,33.1,18.3,0.9081,835.0,731.0,1108.0,1323.0,438.0,0.6
2200,1089475200,32.4,18.0,0.8599,813.0,732.0,1118.0,1303.0,427.0,0.5
2201,1089478800,31.8,18.7,0.8624,833.0,786.0,1064.0,1328.0,453.0,0.7
2202,1089482400,30.3,21.4,0.9064,859.0,803.0,1032.0,1363.0,479.0,0.8
2203,1089486000,27.2,28.2,1.0013,887.0,778.0,978.0,1387.0,500.0,0.9
2204,1089489600,26.1,33.7,1.1228,970.0,900.0,856.0,1559.0,647.0,1.3
2205,1089493200,24.7,38.8,1.1929,990.0,866.0,866.0,1551.0,728.0,1.3
2206,1089496800,23.4,43.2,1.229,1022.0,899.0,846.0,1588.0,820.0,1.4
2207,1089500400,23.1,44.2,1.2317,1075.0,993.0,781.0,1682.0,946.0,1.9
2208,1089504000,22.7,45.3,1.2299,1088.0,1035.0,751.0,1713.0,1018.0,2.3
2209,1089507600,21.6,47.5,1.2118,925.0,831.0,880.0,1513.0,789.0,1.0
2210,1089511200,22.0,45.8,1.1965,853.0,716.0,994.0,1423.0,647.0,0.5
2211,1089518400,20.6,50.3,1.2041,796.0,636.0,1092.0,1387.0,576.0,0.4
2212,1089522000,20.6,50.6,1.2119,796.0,628.0,1136.0,1385.0,555.0,0.3
2213,1089525600,21.3,48.8,1.2189,795.0,606.0,1152.0,1369.0,552.0,0.2
2214,1089529200,20.4,52.6,1.247,842.0,656.0,1080.0,1427.0,620.0,0.4
2215,1089532800,23.5,44.0,1.2596,850.0,659.0,1077.0,1402.0,557.0,0.3
2216,1089536400,25.7,37.9,1.2334,884.0,709.0,1027.0,1442.0,556.0,0.6
2217,1089540000,27.9,33.6,1.2433,907.0,741.0,983.0,1486.0,573.0,0.6
2218,1089543600,29.0,28.3,1.1116,846.0,703.0,1034.0,1380.0,514.0,0.6
2219,1089547200,29.5,25.9,1.0489,827.0,697.0,1070.0,1371.0,478.0,0.5
2220,1089550800,31.8,22.3,1.0366,804.0,636.0,1185.0,1321.0,424.0,0.4
2221,1089554400,32.2,20.0,0.9488,775.0,619.0,1254.0,1272.0,386.0,0.2
2222,1089558000,32.4,19.3,0.922,802.0,651.0,1206.0,1282.0,403.0,0.4
2223,1089561600,33.0,17.7,0.8758,844.0,751.0,1064.0,1327.0,462.0,0.6
2224,1089565200,32.0,19.8,0.9273,881.0,765.0,1029.0,1359.0,489.0,0.9
2225,1089568800,29.6,24.1,0.9831,877.0,736.0,1077.0,1347.0,463.0,0.7
2226,1089572400,26.9,27.1,0.948,931.0,885.0,892.0,1467.0,585.0,1.2
2227,1089576000,25.3,30.9,0.9815,1011.0,967.0,818.0,1565.0,748.0,1.6
2228,1089579600,24.2,35.9,1.0684,1035.0,1015.0,757.0,1651.0,940.0,1.8
2229,1089583200,23.2,43.2,1.2104,1153.0,1042.0,733.0,1700.0,1022.0,2.4
2230,1089586800,22.7,43.9,1.1962,1020.0,929.0,805.0,1615.0,929.0,1.5
2231,1089590400,21.6,44.0,1.1244,954.0,879.0,837.0,1550.0,834.0,0.9
2232,1089594000,20.7,46.4,1.1198,903.0,800.0,911.0,1478.0,751.0,0.8
2233,1089597600,21.2,46.2,1.1482,779.0,581.0,1204.0,1323.0,505.0,0.2
2234,1089608400,20.0,51.8,1.1967,835.0,672.0,1053.0,1423.0,628.0,0.5
2235,1089612000,18.5,57.4,1.2076,1004.0,955.0,758.0,1671.0,1043.0,1.4
2236,1089615600,19.6,54.3,1.2278,1272.0,1328.0,567.0,2085.0,1463.0,3.3
2237,1089619200,21.3,49.7,1.2452,1173.0,1217.0,625.0,1945.0,1358.0,3.6
2238,1089622800,21.7,46.3,1.1867,986.0,922.0,820.0,1586.0,971.0,1.7
2239,1089626400,23.4,39.4,1.1172,942.0,849.0,907.0,1496.0,894.0,1.5
2240,1089630000,25.7,33.0,1.0763,957.0,875.0,891.0,1525.0,871.0,1.6
2241,1089633600,28.5,27.3,1.0479,1024.0,1052.0,779.0,1690.0,952.0,2.1
2242,1089637200,27.0,27.9,0.9812,962.0,963.0,835.0,1592.0,843.0,2.1
2243,1089640800,24.2,36.9,1.0966,958.0,873.0,868.0,1550.0,750.0,1.6
2244,1089644400,26.0,34.9,1.1509,933.0,831.0,888.0,1514.0,710.0,1.3
2245,1089648000,24.8,33.1,1.0222,942.0,912.0,842.0,1551.0,814.0,1.6
2246,1089651600,24.0,36.3,1.0708,1073.0,1117.0,693.0,1762.0,1052.0,3.1
2247,1089655200,23.6,35.5,1.0187,1086.0,1159.0,686.0,1782.0,1060.0,3.3
2248,1089658800,23.6,35.7,1.0282,1091.0,1161.0,682.0,1797.0,1153.0,3.4
2249,1089662400,23.3,34.5,0.9768,980.0,1009.0,786.0,1625.0,986.0,2.8
2250,1089666000,22.5,36.8,0.988,904.0,877.0,890.0,1488.0,781.0,1.5
2251,1089669600,21.3,38.7,0.9686,865.0,773.0,991.0,1414.0,653.0,1.3
2252,1089673200,20.9,39.4,0.9596,898.0,863.0,911.0,1493.0,777.0,1.6
2253,1089676800,19.8,47.7,1.093,945.0,883.0,837.0,1563.0,1015.0,1.5
2254,1089680400,19.3,51.4,1.1387,854.0,764.0,932.0,1476.0,922.0,1.0
2255,1089684000,18.4,53.4,1.117,751.0,587.0,1165.0,1353.0,678.0,0.5
2256,1089691200,16.3,59.8,1.1042,754.0,620.0,1102.0,1372.0,725.0,0.6
2257,1089694800,16.6,56.8,1.0629,758.0,670.0,1070.0,1365.0,688.0,0.7
2258,1089698400,16.2,57.4,1.0515,873.0,871.0,871.0,1528.0,887.0,1.3
2259,1089702000,17.3,54.3,1.0631,1176.0,1398.0,567.0,2120.0,1494.0,4.0
2260,1089705600,19.2,48.8,1.0751,1257.0,1495.0,524.0,2245.0,1647.0,5.0
2261,1089709200,21.7,42.4,1.0859,1137.0,1200.0,648.0,1821.0,1489.0,3.6
2262,1089712800,26.4,29.9,1.0138,1064.0,1126.0,711.0,1656.0,1361.0,2.8
2263,1089716400,31.3,19.1,0.8634,1026.0,1094.0,769.0,1629.0,1224.0,2.6
2264,1089720000,33.7,15.4,0.7913,986.0,1133.0,773.0,1619.0,1174.0,2.7
2265,1089723600,34.5,13.3,0.7158,908.0,1031.0,857.0,1469.0,901.0,2.3
2266,1089727200,33.8,13.9,0.7172,888.0,1007.0,870.0,1448.0,794.0,2.0
2267,1089730800,30.1,19.4,0.8157,843.0,830.0,995.0,1339.0,577.0,1.3
2268,1089734400,28.3,21.3,0.8054,905.0,931.0,876.0,1460.0,776.0,1.7
2269,1089738000,31.9,18.3,0.8523,1023.0,1127.0,760.0,1635.0,982.0,2.8
2270,1089741600,32.0,20.1,0.9364,1125.0,1279.0,662.0,1840.0,1256.0,3.8
2271,1089745200,28.9,24.1,0.9495,1211.0,1483.0,586.0,2092.0,1483.0,4.9
2272,1089748800,27.3,27.1,0.967,1140.0,1289.0,634.0,1884.0,1390.0,4.3
2273,1089752400,26.0,28.5,0.9484,1029.0,1105.0,737.0,1666.0,1195.0,2.6
2274,1089756000,25.2,28.6,0.9008,981.0,1054.0,768.0,1592.0,1135.0,2.4
2275,1089759600,24.3,31.1,0.9316,971.0,1014.0,788.0,1585.0,1115.0,1.9
2276,1089763200,23.6,33.8,0.9685,927.0,930.0,840.0,1522.0,1026.0,1.4
2277,1089766800,23.0,33.8,0.9406,868.0,846.0,925.0,1448.0,836.0,1.1
2278,1089770400,22.2,38.4,1.0126,863.0,824.0,905.0,1469.0,925.0,0.9
2279,1089777600,20.5,42.3,1.0091,777.0,645.0,1076.0,1334.0,781.0,0.5
2280,1089781200,18.8,49.0,1.0505,855.0,762.0,942.0,1444.0,959.0,0.8
2281,1089784800,18.8,49.4,1.0624,960.0,973.0,769.0,1616.0,1155.0,1.3
2282,1089788400,19.9,46.5,1.071,1310.0,1492.0,527.0,2194.0,1686.0,4.7
2283,1089792000,22.1,41.7,1.098,1339.0,1561.0,498.0,2357.0,1791.0,4.6
2284,1089795600,24.0,36.4,1.0706,1211.0,1290.0,606.0,1913.0,1643.0,3.7
2285,1089799200,30.2,22.8,0.9616,1068.0,1171.0,711.0,1717.0,1360.0,2.8
2286,1089802800,33.4,17.1,0.8627,932.0,1026.0,851.0,1523.0,944.0,1.8
2287,1089806400,35.1,15.0,0.8381,949.0,1069.0,819.0,1547.0,905.0,1.9
2288,1089810000,34.1,16.0,0.8408,944.0,1045.0,829.0,1525.0,884.0,2.0
2289,1089813600,35.7,13.6,0.7836,966.0,1131.0,800.0,1612.0,968.0,2.0
2290,1089817200,35.3,13.8,0.7767,940.0,1063.0,848.0,1539.0,929.0,2.1
2291,1089820800,32.3,16.7,0.7946,934.0,1041.0,865.0,1496.0,936.0,2.1
2292,1089824400,36.0,13.3,0.7773,1052.0,1252.0,739.0,1729.0,1107.0,3.2
2293,1089828000,35.8,13.7,0.7868,1109.0,1374.0,676.0,1795.0,1225.0,4.0
2294,1089831600,32.3,18.4,0.8753,1169.0,1430.0,636.0,1901.0,1372.0,4.6
2295,1089835200,29.7,25.0,1.0246,1093.0,1163.0,717.0,1705.0,1139.0,3.0
2296,1089838800,27.8,26.6,0.9748,1084.0,1200.0,686.0,1753.0,1505.0,2.9
2297,1089842400,26.3,27.3,0.9238,970.0,1023.0,787.0,1552.0,1074.0,1.9
2298,1089846000,25.3,30.0,0.9508,951.0,939.0,849.0,1488.0,868.0,1.4
2299,1089849600,24.0,34.9,1.0271,1038.0,1053.0,744.0,1631.0,1095.0,2.1
2300,1089853200,23.4,38.6,1.0968,950.0,937.0,802.0,1566.0,989.0,1.2
2301,1089856800,23.5,38.3,1.0972,831.0,695.0,1033.0,1355.0,658.0,0.6
2302,1089867600,21.4,45.6,1.1493,824.0,660.0,1033.0,1342.0,618.0,0.4
2303,1089871200,21.1,47.1,1.1641,879.0,796.0,912.0,1454.0,747.0,0.7
2304,1089874800,21.3,48.4,1.2119,1132.0,1166.0,652.0,1827.0,1229.0,2.3
2305,1089878400,22.9,47.9,1.3208,1291.0,1434.0,526.0,2239.0,1494.0,4.0
2306,1089882000,24.4,45.5,1.3721,1193.0,1160.0,630.0,1927.0,1281.0,2.8
2307,1089885600,27.6,38.0,1.3818,1057.0,914.0,796.0,1665.0,954.0,1.6
2308,1089889200,31.1,29.6,1.318,1027.0,899.0,822.0,1563.0,810.0,1.6
2309,1089892800,33.4,24.7,1.2516,1084.0,1052.0,736.0,1677.0,882.0,2.0
2310,1089896400,35.7,18.9,1.0865,1032.0,1071.0,742.0,1619.0,840.0,2.0
2311,1089900000,36.2,18.1,1.0724,977.0,998.0,810.0,1554.0,743.0,1.7
2312,1089903600,37.1,17.7,1.094,1039.0,1069.0,773.0,1646.0,880.0,2.0
2313,1089907200,36.5,18.1,1.0887,1056.0,1127.0,734.0,1694.0,928.0,2.2
2314,1089910800,35.5,19.1,1.0888,1164.0,1306.0,648.0,1886.0,1218.0,3.2
2315,1089914400,33.7,20.0,1.0275,1124.0,1309.0,655.0,1845.0,1170.0,3.6
2316,1089918000,30.5,22.7,0.9763,1152.0,1355.0,628.0,1879.0,1620.0,3.8
2317,1089921600,28.7,26.2,1.0144,1223.0,1399.0,592.0,1940.0,1508.0,4.8
2318,1089925200,26.7,28.9,0.9981,1058.0,1139.0,696.0,1699.0,1318.0,2.8
2319,1089928800,25.7,31.6,1.0285,1049.0,1152.0,693.0,1730.0,1189.0,2.6
2320,1089932400,24.5,35.7,1.0807,1010.0,1006.0,779.0,1589.0,1000.0,1.9
2321,1089936000,24.3,36.3,1.0852,981.0,985.0,779.0,1572.0,1020.0,1.7
2322,1089939600,23.8,36.9,1.0748,886.0,834.0,904.0,1440.0,767.0,1.0
2323,1089943200,23.7,37.3,1.076,821.0,706.0,1021.0,1360.0,674.0,0.7
2324,1089950400,21.6,42.2,1.0762,771.0,593.0,1155.0,1291.0,545.0,0.4
2325,1089954000,20.3,46.8,1.1,819.0,677.0,1048.0,1379.0,685.0,0.6
2326,1089957600,20.7,45.9,1.1088,836.0,747.0,961.0,1384.0,702.0,0.7
2327,1089961200,20.5,47.7,1.1419,1114.0,1174.0,667.0,1819.0,1188.0,2.4
2328,1089964800,22.4,46.6,1.247,1319.0,1470.0,520.0,2276.0,1589.0,4.4
2329,1089968400,24.2,48.5,1.4452,1211.0,1143.0,632.0,1860.0,1331.0,3.1
2330,1089972000,28.8,33.0,1.2825,1051.0,950.0,802.0,1593.0,1040.0,2.0
2331,1089975600,32.8,25.2,1.2325,1108.0,1049.0,749.0,1701.0,1137.0,2.1
2332,1089979200,34.4,19.9,1.0647,1014.0,1012.0,795.0,1548.0,851.0,2.1
2333,1089982800,36.5,16.7,1.0045,1003.0,1047.0,769.0,1578.0,782.0,2.1
2334,1089986400,37.5,14.3,0.9099,1021.0,1092.0,764.0,1606.0,908.0,2.2
2335,1089990000,38.0,15.5,1.0119,986.0,937.0,833.0,1473.0,806.0,1.6
2336,1089993600,38.1,16.5,1.0828,1098.0,1084.0,754.0,1648.0,985.0,2.4
2337,1089997200,37.3,17.3,1.084,1157.0,1245.0,665.0,1782.0,1211.0,3.3
2338,1090000800,35.9,17.7,1.0316,1190.0,1395.0,606.0,1914.0,1411.0,4.0
2339,1090004400,32.4,21.5,1.0303,1183.0,1341.0,628.0,1881.0,1395.0,4.1
2340,1090008000,30.3,25.6,1.0879,1231.0,1341.0,626.0,1937.0,1578.0,4.2
2341,1090011600,28.5,27.8,1.0665,1102.0,1195.0,690.0,1762.0,1325.0,2.9
2342,1090015200,26.9,30.5,1.0671,1041.0,1060.0,748.0,1629.0,1185.0,2.3
2343,1090018800,25.7,33.5,1.0918,1090.0,1103.0,695.0,1686.0,1235.0,2.2
2344,1090022400,24.7,36.9,1.1302,1074.0,1078.0,685.0,1673.0,1317.0,2.1
2345,1090026000,23.6,39.2,1.1306,977.0,956.0,765.0,1581.0,1114.0,1.6
2346,1090029600,22.2,43.0,1.1363,949.0,910.0,816.0,1552.0,1015.0,1.2
2347,1090036800,21.3,45.9,1.1471,863.0,746.0,919.0,1415.0,961.0,0.9
2348,1090040400,21.6,45.0,1.151,834.0,689.0,988.0,1367.0,796.0,0.6
2349,1090044000,21.3,46.5,1.1608,865.0,764.0,917.0,1430.0,826.0,0.7
2350,1090047600,21.1,46.9,1.1585,974.0,908.0,793.0,1546.0,1057.0,1.3
2351,1090051200,22.8,43.0,1.1731,1079.0,1004.0,713.0,1628.0,1302.0,2.0
2352,1090054800,25.0,38.3,1.198,1084.0,990.0,734.0,1633.0,1284.0,1.9
2353,1090058400,30.9,26.9,1.1835,1107.0,1080.0,714.0,1675.0,1348.0,2.2
2354,1090062000,35.1,19.2,1.0664,1040.0,1015.0,775.0,1543.0,1025.0,1.9
2355,1090065600,36.9,17.2,1.0576,1019.0,913.0,840.0,1428.0,759.0,1.5
2356,1090069200,39.3,13.9,0.9715,1003.0,907.0,862.0,1427.0,680.0,1.4
2357,1090072800,40.3,12.6,0.9302,925.0,772.0,1001.0,1308.0,516.0,1.0
2358,1090076400,39.7,13.5,0.965,910.0,743.0,1039.0,1282.0,500.0,1.0
2359,1090080000,41.1,13.1,1.0124,1012.0,868.0,884.0,1435.0,700.0,1.4
2360,1090083600,40.1,14.9,1.0828,1100.0,954.0,809.0,1512.0,1360.0,1.6
2361,1090087200,37.4,17.0,1.0757,1046.0,901.0,849.0,1464.0,722.0,1.6
2362,1090090800,34.0,19.2,1.0073,1083.0,1003.0,787.0,1524.0,842.0,2.1
2363,1090094400,31.7,21.6,0.9959,1050.0,962.0,810.0,1496.0,879.0,2.0
2364,1090098000,29.7,24.2,0.9926,1050.0,927.0,830.0,1475.0,836.0,1.9
2365,1090101600,27.9,27.6,1.0252,1142.0,1035.0,746.0,1611.0,1062.0,2.3
2366,1090105200,26.8,29.9,1.0402,1165.0,1043.0,717.0,1644.0,1188.0,2.4
2367,1090108800,25.8,33.0,1.0826,1136.0,995.0,727.0,1591.0,1236.0,2.2
2368,1090112400,26.3,33.1,1.1199,986.0,790.0,869.0,1422.0,853.0,1.2
2369,1090116000,24.3,38.1,1.1398,971.0,790.0,871.0,1447.0,875.0,1.1
2370,1090126800,21.1,45.6,1.1246,900.0,674.0,974.0,1355.0,679.0,0.6
2371,1090130400,20.2,48.5,1.1319,935.0,716.0,915.0,1415.0,877.0,0.7
2372,1090134000,21.3,45.5,1.1405,939.0,718.0,927.0,1395.0,826.0,0.4
2373,1090137600,22.6,31.0,0.8372,982.0,750.0,893.0,1417.0,881.0,0.6
2374,1090141200,25.7,34.8,1.1292,1088.0,862.0,786.0,1519.0,1110.0,0.9
2375,1090144800,31.6,23.8,1.0842,1065.0,872.0,831.0,1481.0,927.0,0.9
2376,1090148400,36.3,16.3,0.9727,1016.0,868.0,889.0,1407.0,665.0,0.8
2377,1090152000,37.9,15.0,0.9728,930.0,723.0,1035.0,1263.0,474.0,0.4
2378,1090155600,39.4,13.7,0.9639,928.0,716.0,1060.0,1252.0,459.0,0.3
2379,1090159200,40.2,12.3,0.8983,889.0,698.0,1132.0,1234.0,437.0,0.1
2380,1090162800,41.3,11.9,0.9252,966.0,802.0,968.0,1383.0,607.0,0.5
2381,1090166400,41.4,11.8,0.9282,973.0,792.0,977.0,1356.0,620.0,0.4
2382,1090170000,40.1,13.6,0.9953,950.0,754.0,1003.0,1325.0,551.0,0.3
2383,1090173600,37.6,16.4,1.0458,982.0,780.0,974.0,1374.0,532.0,0.4
2384,1090177200,33.9,20.3,1.0522,990.0,814.0,929.0,1399.0,578.0,0.6
2385,1090180800,31.6,22.9,1.0469,1017.0,873.0,874.0,1464.0,721.0,0.8
2386,1090184400,29.7,24.8,1.016,1067.0,938.0,825.0,1520.0,912.0,1.2
2387,1090188000,29.0,27.0,1.063,1147.0,1040.0,745.0,1635.0,1155.0,1.6
